"","gender","ethnicity","first_name","last_name","territory","year_birth","income","height"
"334",1,4,"Sintea","Soto","the Iron Islands",257,19711.1185247986,181.597637171887
"335",0,5,"Kurt","Pettis","the Westerlands",293,170274.668581097,183.311112576406
"336",1,6,"Haaritha","al-Murad","the Stormlands",285,197844.361386189,174.66580240189
"337",0,1,"Joshua","Lavender","The Gift ",276,139395.457009817,179.565404983827
"338",1,2,"Nomin","Pham","the Iron Islands",230,25.0648650838014,177.459489392127
"339",0,3,"John","Pasley","the North",236,125.01138903041,176.962480276751
"340",1,4,"Miranda","Manchego-Rodarte","The Gift ",232,48.6846273623648,170.54917384907
"341",0,5,"Erik","Hall","the Vale of Arryn",218,0.246832081226785,174.016756559771
"342",1,6,"Nazeema","el-Shaheed","the Riverlands",273,147816.73807827,184.982248324144
"343",0,1,"Christopher","Cunningham","the Iron Islands",225,3.64285944456464,171.933560222665
"344",1,2,"Janet","Horton","the Iron Islands",295,192186.435599406,182.164685864962
"345",0,3,"Eueal","Perez","the Reach",288,162215.727415407,182.503417733707
"346",1,4,"Natalie","Mascarenas","the Riverlands",286,193852.303586337,174.710279962987
"347",0,5,"Joshua","Davis","The Gift ",227,7.70385933135271,182.351450738109
"348",1,6,"Widdad","al-Salama","the Iron Islands",204,0.000667070431821016,186.083900093145
"349",0,1,"Clifton","Banks","the Westerlands",282,168666.27888599,180.878125854701
"350",1,2,"Caitlyn","Fukushima","the Iron Islands",253,10170.2287830623,178.589098280698
"351",0,3,"Yohance","Williams","the Vale of Arryn",284,169096.091064005,184.258811846385
"352",1,4,"Brianne","Moody","the North",266,73646.2880514186,177.689002832607
"353",0,5,"Zachary","Rasmussen","the Westerlands",284,172660.454500434,186.624425704531
"354",1,6,"Shabeeba","el-Mohiuddin","the Reach",289,210961.649133496,184.521659956051
"355",0,1,"Tyler","Tudor","The Gift ",217,0.157613934475486,180.554287383086
"356",1,2,"Nancy","Bergen","The Gift ",210,0.0105621869920059,184.358568137528
"357",0,3,"Bryan","Mckinney","the Riverlands",227,6.83955829972553,178.43363656003
"358",1,4,"Dominique","Vigil","Beyond the Wall",244,1396.88467035519,176.250921144971
"359",0,5,"Morris","Derby","the Reach",291,161285.653814494,171.877843284266
"360",1,6,"Azza","al-Assad","The Gift ",230,22.8674169234759,168.600932253659
"361",0,1,"William","Topaha","the Stormlands",235,91.5381394312584,176.030465728527
"362",1,2,"Nadia","Gallegos","the Riverlands",280,188831.114975774,172.464456397278
"363",0,3,"Jourdan","Broomfield","the Stormlands",240,372.259923822593,179.268736409441
"364",1,4,"Allana","Lubang","the Westerlands",232,45.6049077728215,179.331539723224
"365",0,5,"Travis","O'Nan","the North",236,137.600969888178,175.453681822191
"366",1,6,"Saabiqa","el-Hamad","The Gift ",205,0.000978293130270996,184.593884233787
"367",0,1,"Patrick","Yellowhorse Leon","the North",280,157488.792718568,184.108164344849
"368",1,2,"Lucas","Snider","the Iron Islands",294,206789.550700819,181.434405988721
"369",0,3,"Kelechi","Simmons","Beyond the Wall",225,3.89501979743018,179.425813237568
"370",1,4,"Jessica","Bernardo","the Iron Islands",243,1078.00345904304,171.458442785334
"371",0,5,"Nathan","Grommon Vi","the Stormlands",211,0.012944653369884,183.510678794289
"372",1,6,"Aaisha","al-Kazmi","the North",254,11066.435977072,182.488805198956
"373",0,1,"Anthony","Brunson","the Reach",249,3588.98417397862,173.534743161967
"374",1,2,"Soyeun","Landwehr","the Westerlands",291,214207.20825485,178.508709306857
"375",0,3,"Bryshaun","Banks","the Crownlands",294,162429.86729909,184.572505819535
"376",1,4,"Danna","Hurtado","the Crownlands",278,175783.716379302,181.325314054661
"377",0,5,"Taylon","Matney","Beyond the Wall",205,0.000825847865813217,179.015159185324
"378",1,6,"Waleeda","el-Saab","the Reach",246,2239.30891775533,172.073173334558
"379",0,1,"Peter","Thompson","the Vale of Arryn",231,28.1395478209514,180.576038326149
"380",1,2,"Nur","Douglas","the Riverlands",227,8.88246875339353,176.432643535378
"381",0,3,"Marquize","Talley","the Crownlands",214,0.0497508256057659,188.312172777137
"382",1,4,"Tomi","Rodriguez","Beyond the Wall",218,0.332704105253624,173.311812549284
"383",0,5,"Jeffrey","Peckham","the Westerlands",251,5000.92412876887,177.412953133549
"384",1,6,"Haala","el-Sultana","Dorne",283,213064.898907384,173.559011976748
"385",0,1,"Tyler","Dodd","The Gift ",209,0.00541107483624031,182.848401379481
"386",1,2,"Naima","Lim","The Gift ",288,202806.132349406,176.135267042565
"387",0,3,"Aaron","Mcgee","the Vale of Arryn",295,159992.667209952,173.768377900566
"388",1,4,"Maria","Barba Garcia","The Gift ",266,67388.6496144796,190.106424280056
"389",0,5,"Jd","Hendershott","the Stormlands",211,0.0141044321876451,183.133610288279
"390",1,6,"Shakoora","el-Harron","the Iron Islands",283,184877.111826712,178.339388753866
"391",0,1,"Dallas","Carter","the North",239,309.704856913047,193.352507645997
"392",1,2,"Shengh","Dickerson","Beyond the Wall",246,2178.56807165855,179.711495074155
"393",0,3,"Dorian","Knight Horn","the North",245,1417.97623126118,172.579714366666
"394",1,4,"Priscila","Castellon","the North",238,306.214071250103,182.076611079258
"395",0,5,"Devin","D Agostino","the North",293,164345.277524969,181.331824770786
"396",1,6,"Aaida","al-Rehmann","the Vale of Arryn",240,466.577289099344,176.309878587252
"397",0,1,"David","Culhane","the Westerlands",294,156917.60552006,184.560825019063
"398",1,2,"Angela","Pham","the Reach",232,46.6823022790958,184.601436572299
"399",0,3,"Freddie","Armstrong","the Reach",224,2.5084984441904,183.622820533973
"400",1,4,"Jasmine","Le Febre-Quintana","the Vale of Arryn",254,12758.1829811597,178.922646470266
"401",0,5,"Brandon","Myers","Beyond the Wall",271,93169.6825462476,180.81156196161
"402",1,6,"Afraah","al-Noor","the Reach",225,4.61359657698125,180.347359562341
"403",0,1,"Sereno","Alcon","the North",205,0.000859575444883933,182.640181275256
"404",1,2,"Yin Lin","Crowe","the North",200,8.53630608307123e-05,185.066588212287
"405",0,3,"Jerve","Crawford-Staggers","the Stormlands",279,161179.153491868,169.890841276508
"406",1,4,"Mara","Maldonado-Espino","the North",258,25591.9005757337,175.178013003467
"407",0,5,"Zachery","Krokowski","the Stormlands",295,176202.662309402,182.876024183385
"408",1,6,"Naaila","el-Mian","The Gift ",274,162718.364284828,175.136291002417
"409",0,1,"Antonio","Sam","the North",228,10.6314171697331,171.503964375502
"410",1,2,"Thien-Kim","Ali","the North",289,213710.972840709,178.089178409931
"411",0,3,"David","Baker","the Stormlands",226,5.05809481027368,181.968418434938
"412",1,4,"Clarissa","Vazquez","the Iron Islands",266,75239.6225732978,181.389269395587
"413",0,5,"Garett","Montojo","the Iron Islands",235,94.2381072277236,172.988553440208
"414",1,6,"Tameema","el-Amin","the Iron Islands",244,1291.1542990225,186.189933180495
"415",0,1,"Joseph","Sharkey","the Stormlands",225,3.92880598851639,183.72891313134
"416",1,2,"Glenna","Boldbaatar","Beyond the Wall",219,0.493650777781453,185.659843192032
"417",0,3,"Donato","Martinez","the North",280,145836.685746193,182.988981310476
"418",1,4,"Ana","Duran Soto","the Crownlands",251,7318.96033421562,174.425634484106
"419",0,5,"Alexander","Stevens","the Reach",232,37.5440711124451,180.979532004361
"420",1,6,"Aseela","al-Samra","the Stormlands",253,9125.15949030842,187.074771154296
"421",0,1,"Trevor","Murr","the Vale of Arryn",255,11581.8614937106,180.31652101496
"422",1,2,"Priya","Thai","The Gift ",287,201096.173496198,181.774177232432
"423",0,3,"Mykel","Conley","The Gift ",270,87932.7096427694,176.411345332988
"424",1,4,"Aileen","Ramirez Martinez","the Iron Islands",209,0.00720934842389913,179.892315692828
"425",0,5,"Ty","Veatch","the Riverlands",209,0.0053556959000056,176.016982380916
"426",1,6,"Lubaaba","el-Ghazal","Beyond the Wall",233,57.7707641633757,183.060330447564
"427",0,1,"Quaton","Heuman","the Iron Islands",238,238.904049472991,175.445252002965
"428",1,2,"Suzanna","Nguyen","The Gift ",296,211715.863885131,182.33190899575
"429",0,3,"Kareem","Corbitt","the Iron Islands",209,0.00517721136342053,172.249052589827
"430",1,4,"Laura","Mossman","Beyond the Wall",242,808.268645730147,166.362705701432
"431",0,5,"Lucas","Busick","the Iron Islands",205,0.000863090213508035,189.009817995809
"432",1,6,"Naseeba","el-Tamer","the Stormlands",264,56053.1861346459,177.995455786323
"433",0,1,"Jeremy","Parker","The Gift ",223,1.6564606953448,178.038246650553
"434",1,2,"Miah","Nguyen","Beyond the Wall",221,0.945030809025832,169.042341457296
"435",0,3,"Kevin","Rice","Beyond the Wall",210,0.00816359996521343,184.518804134707
"436",1,4,"Marlena","Benitez Rutiaga","the Vale of Arryn",235,123.060422402332,178.634300875847
"437",0,5,"Kirkland","Sidrow","The Gift ",236,136.03719472315,173.712785316072
"438",1,6,"Sabeeha","el-Ayoob","The Gift ",251,6750.34655373632,176.96669132585
"439",0,1,"Michael","Lee","Beyond the Wall",293,163369.923403765,173.451626145622
"440",1,2,"Aleesha","Menon","the Iron Islands",268,100465.761110563,184.651771504055
"441",0,3,"Christopher","Kilstrom","The Gift ",205,0.000874151238905176,180.240566794003
"442",1,4,"Angelica","Gallegos","the Westerlands",236,152.616118159164,184.968571966055
"443",0,5,"Dominique","Pohlen","the Stormlands",270,83990.4560215159,186.63587588343
"444",1,6,"Saahira","al-Noor","the Riverlands",248,3545.62919143439,177.730781592071
"445",0,1,"Zachery","Gomez","Beyond the Wall",237,152.143848297057,186.559609012132
"446",1,2,"Cheryl","Eisele","The Gift ",216,0.141000179187713,187.347872320885
"447",0,3,"Stephen","Mckinney","the Iron Islands",254,9279.41284454864,188.148395909568
"448",1,4,"Sierra","Casillas","Beyond the Wall",291,210839.314634216,174.49223120938
"449",0,5,"Garrett","Feliss","the Crownlands",234,66.7809270235453,185.501377298355
"450",1,6,"Fat'hiyaa","el-Sultana","the Wall",293,206735.056942471,185.740263028167
"451",0,1,"Kyle","Griggs","Beyond the Wall",225,3.65569181447525,175.718458727811
"452",1,2,"Hsi Hsi","Carrigan","The Gift ",245,1561.88193700506,176.728968889873
"453",0,3,"Tilmon","White","the Stormlands",210,0.00782628625452074,173.345180528207
"454",1,4,"Victoria","Marquez","The Gift ",270,117835.126901983,176.176727142713
"455",0,5,"Matthew","Sanchezmedel","the Reach",268,72648.6593947931,181.992074708829
"456",1,6,"Zahra","al-Salaam","the North",296,194409.072351239,178.068138044311
"457",0,1,"Christopher","Atene","The Gift ",250,4398.42357814244,177.690150378292
"458",1,2,"Nhi","Tran","the Crownlands",249,4081.36858649297,184.942660961631
"459",0,3,"Javon","Johnson","the North",218,0.254966619695276,179.684895498234
"460",1,4,"Diana","Martinez","the Westerlands",259,27908.9406656258,184.570295042715
"461",0,5,"Bradley","Trowbridge","The Gift ",270,86424.4919477628,180.60184084368
"462",1,6,"Mastoora","al-Uddin","the North",237,205.232032980582,176.251212454554
"463",0,1,"David","Bernal","The Gift ",205,0.000885012353746916,185.037655778764
"464",1,2,"Cindy","Cho","the Reach",235,110.096324245567,183.364108299714
"465",0,3,"Jonathan","Shaw","the Wall",294,163477.705088924,169.746490809936
"466",1,4,"Kenedi","Gonzalez","the Iron Islands",231,34.052392707029,183.577924691818
"467",0,5,"Christopher","Miller","the Vale of Arryn",296,175421.717809333,183.36377424639
"468",1,6,"Rihaab","el-Haidar","Beyond the Wall",204,0.000598890293991956,180.752421117375
"469",0,1,"Jesse","Holiday","The Gift ",253,7286.07526518279,181.82128384906
"470",1,2,"Steffany","Nguyen","The Gift ",286,180865.432749721,182.010002270596
"471",0,3,"Elijah","Walker","the North",214,0.0490979381716956,172.206872840963
"472",1,4,"Dariane","Cruz","the North",232,45.8836724624684,180.932111208416
"473",0,5,"Jack","Dejac","the Iron Islands",221,0.826361522570092,179.576084878884
"474",1,6,"Saleema","al-Hanif","the Reach",246,2211.35914646756,182.243579049188
"475",0,1,"Leander","Day","The Gift ",203,0.000308013013790376,183.280709525729
"476",1,2,"Kelsy","Duong","the Reach",227,9.01613312148991,166.812161293139
"477",0,3,"Josiah","Horton","the Stormlands",253,8107.10256201598,180.390005540662
"478",1,4,"Santana","Davila Rodriguez","the Reach",238,303.215164492187,192.785388299655
"479",0,5,"Kyle","De Voto Noonan","The Gift ",225,3.7838110591775,180.306032735662
"480",1,6,"Tawheeda","al-Shehadeh","the Stormlands",211,0.0156575178688307,182.195621524752
"481",0,1,"Dyllan","Troxel","the Westerlands",286,168331.531638765,183.417572001179
"482",1,2,"Elise","Campbell","the Stormlands",217,0.200260622003664,175.141302401768
"483",0,3,"William","Aremu","the Iron Islands",273,108791.145822959,176.849044625539
"484",1,4,"Jacqueline","Price","the North",253,9467.75781809836,171.874328415894
"485",0,5,"Tyler","Bellon","The Gift ",200,6.66223419555554e-05,182.589526375012
"486",1,6,"Manaara","al-Abbas","the Stormlands",205,0.00109038145314246,178.010392632578
"487",0,1,"Alvin","Bigthumb","the Riverlands",295,154179.888977178,181.998857638664
"488",1,2,"Sina","Nguyen","The Gift ",210,0.00991291536425338,175.471588419733
"489",0,3,"Dante","Workman","the Reach",210,0.00838337604438663,175.297390957356
"490",1,4,"Katia","Asiain","the Riverlands",273,130462.322369546,179.173590455901
"491",0,5,"Trent","Smith","Beyond the Wall",208,0.00328014743800599,178.258723106632
"492",1,6,"Ariyya","el-Farid","the Westerlands",235,106.043823880503,175.480380086744
"493",0,1,"Trevor","Villegas","the Reach",267,66632.7635520752,180.338785990778
"494",1,2,"Katrina","Allarakhia","the Riverlands",298,192254.809097394,186.497168076805
"495",0,3,"Driahn","Morris","the Crownlands",253,7934.03169424845,181.004300017432
"496",1,4,"Lucy","Raygoza","the Vale of Arryn",236,160.426316451309,179.288739793205
"497",0,5,"Cody","Deplato","Beyond the Wall",221,0.80389301061366,183.414550254343
"498",1,6,"Tayyiba","el-Munir","the Reach",256,17093.983005639,168.872181804382
"499",0,1,"Cheyenne","Ruiz","the Stormlands",291,176932.163435392,177.222822173806
"500",1,2,"Valerie","Mei","The Gift ",235,128.477603282368,178.044786266948
"501",0,3,"Jesse","O'Bryan","The Gift ",298,169904.843054553,193.036535277599
"502",1,4,"Myranda","Chairez","the Stormlands",276,171418.320390984,181.399391395034
"503",0,5,"Kyle","Brown","The Gift ",279,163193.855166603,183.768446419541
"504",1,6,"Mushtaaqa","al-Rayes","the Riverlands",282,215615.122821537,178.494170734734
"505",0,1,"Drue","Sosa","the Vale of Arryn",243,876.276255434071,186.697379430259
"506",1,2,"Jenny","Mistry","the Crownlands",221,0.987385602626091,191.143565310832
"507",0,3,"Davon","Womely","The Gift ",214,0.0497520646398625,179.260222485059
"508",1,4,"Gabriela","Lucero","the Iron Islands",241,582.572419511788,178.89583174907
"509",0,5,"Forrest","Ruzicka","the Reach",242,698.857863493062,178.369574887335
"510",1,6,"Mahfoodha","al-Noor","the Iron Islands",214,0.0644085836469862,181.768658969232
"511",0,1,"Hunter","Vasquez","the North",296,161168.419865632,180.76867880737
"512",1,2,"Maesa","Fields IV","the Vale of Arryn",276,155228.852377648,170.689753658629
"513",0,3,"Desmond","Lewis","the Iron Islands",232,39.273067119166,181.224352646514
"514",1,4,"Larissa","Mcmurray","the North",294,192103.992532556,182.901265835661
"515",0,5,"Peter","Rajnowski","the Vale of Arryn",293,170884.221171125,175.545026914559
"516",1,6,"Waheeda","el-Abid","the North",253,10085.6875775714,185.746118363236
"517",0,1,"Daniel","Ashalintubbi","the Westerlands",250,4177.92622127381,172.825809510157
"518",1,2,"Alexis","Thao","the North",225,4.6049476376581,189.148893045386
"519",0,3,"Isaiah","King","the Stormlands",237,174.983196590412,174.887906061452
"520",1,4,"Shyanne","Palacios","the Riverlands",238,267.784321241559,181.013170530072
"521",0,5,"Nathan","Hammond","the Vale of Arryn",214,0.0492325678181495,184.786799534148
"522",1,6,"Mutee'a","el-Ansari","the Vale of Arryn",283,208162.201154955,185.53047232037
"523",0,1,"Matthew","Jefferson","Beyond the Wall",200,6.71607751445795e-05,170.2003088236
"524",1,2,"Monica","Ranjo","the Stormlands",250,5935.13356693918,178.590496877735
"525",0,3,"Ashlynnd","Dunn","the Riverlands",263,37288.0842636357,179.846870333713
"526",1,4,"Brittany","Rock","the Wall",209,0.00626805027774296,185.455211723522
"527",0,5,"Jacob","Bolek","the Vale of Arryn",290,157778.630549823,181.345273826847
"528",1,6,"Sireen","al-Hariri","the North",242,782.745902933675,176.061632825535
"529",0,1,"Christian","Vaughn","The Gift ",243,847.954113048471,176.692594256166
"530",1,2,"Nicole","Sangalang","the Iron Islands",237,216.134893713458,179.071557523798
"531",0,3,"Anthony","Stevens","the Stormlands",218,0.251740471184018,174.362784270646
"532",1,4,"Jazmin","Ramirez","the Iron Islands",246,2151.71300696715,178.438352189851
"533",0,5,"Ryan","Mccanless","the Iron Islands",249,3932.82282268026,186.868656198828
"534",1,6,"Saleema","al-Massoud","the Iron Islands",246,2240.23095218656,176.400129305059
"535",0,1,"Michael","Ketchum","the Riverlands",279,152795.377286709,190.457071751644
"536",1,2,"Lyrics","Yadav","the Reach",244,1376.03274639901,178.690281479906
"537",0,3,"Marcus","Paris","the North",243,891.951443537582,180.779495818389
"538",1,4,"Megan","Ortega","the Iron Islands",218,0.297115242784625,183.232625265215
"539",0,5,"Jonathon","Berry","The Gift ",282,148839.766346548,188.484036875064
"540",1,6,"Haseena","al-Pirani","the Stormlands",219,0.433137060910532,184.929825367529
"541",0,1,"Matthew","Nevarez","the Reach",249,3281.81232704656,176.159854110213
"542",1,2,"Dejnag","Yamashita","Beyond the Wall",209,0.00682620366689201,169.544042600989
"543",0,3,"Nathaniel","Hopson","the Vale of Arryn",245,1469.843561906,192.610709892408
"544",1,4,"Daniela","Vigil","The Gift ",225,4.26719472678011,186.466293483366
"545",0,5,"Timothy","Weiss","the Crownlands",286,180874.706158047,177.359126579389
"546",1,6,"Fidda","el-Badour","the Iron Islands",268,90772.9881216095,177.443206759229
"547",0,1,"Christian","Pastorini","the Reach",203,0.00029070048809386,179.481864696735
"548",1,2,"Elizabeth","Macaranas","Beyond the Wall",262,42463.8092691533,187.216076214862
"549",0,3,"Stephen","Purifoy","Beyond the Wall",249,3610.09917699291,168.265965242055
"550",1,4,"Daryl","Flores-Hernandez","the Iron Islands",241,625.707908704959,174.038784492813
"551",0,5,"Samuel","Klein","the Reach",232,39.5825567508857,168.369036200692
"552",1,6,"Rasheeda","el-Sulaiman","the Iron Islands",270,103061.930444186,175.636734370502
"553",0,1,"Kevin","Vasquez","the Vale of Arryn",272,102124.078894969,180.692713662894
"554",1,2,"Tammy","Kiefel","the Iron Islands",257,18123.522817229,165.38316420257
"555",0,3,"Alan","Olukemi","the Iron Islands",221,0.827297505045874,178.017150016253
"556",1,4,"Leticia","Avilez","Beyond the Wall",245,1783.84360111446,175.675340416005
"557",0,5,"Taylor","Schmier","the Westerlands",209,0.00531422650042051,181.583594184642
"558",1,6,"Sajaa","al-Sheikh","Beyond the Wall",243,1052.42175133743,177.262105653975
"559",0,1,"Riley","Bunting","the Vale of Arryn",289,156337.431767965,175.837873643733
"560",1,2,"Sandra","Fong","the Westerlands",230,21.8963000351301,183.739002888856
"561",0,3,"Caleb","Mccary","Beyond the Wall",227,7.05376512916269,174.278524660291
"562",1,4,"Alyssa","Ibarra-Ornelas","the North",270,102389.55065052,177.231255937911
"563",0,5,"Steven","Willow","the Westerlands",217,0.165916156974312,178.175900767415
"564",1,6,"Almaasa","el-Agha","the Riverlands",254,10907.9566409665,175.135932107105
"565",0,1,"Calvin","Adams","The Gift ",210,0.00871415454182061,167.602211409839
"566",1,2,"Ashleigh","Kim","the North",297,197436.495508099,178.569553481213
"567",0,3,"Camren","Malone","The Gift ",209,0.00565036955290593,186.678999079338
"568",1,4,"Krystal","Moncayo","the North",219,0.456041425920831,179.903709695345
"569",0,5,"Joseph","Cole","The Gift ",219,0.380162034779461,178.016605071103
"570",1,6,"Lubna","al-Muhammed","the Westerlands",248,3656.93508380516,177.894370713088
"571",0,1,"Steven","Reddell","the Reach",249,3603.99145381054,191.865430826476
"572",1,2,"Kylia","Palmer","the Reach",224,3.15502652688042,174.798117581135
"573",0,3,"Roderick","Stephens","the North",293,172641.91618976,177.810286765525
"574",1,4,"Jenny","Serrano","the Iron Islands",258,22041.0116756776,172.174084963978
"575",0,5,"Joshua","Whaley","the North",210,0.00847507382936943,184.128961342125
"576",1,6,"Raaniya","al-Sheikh","The Gift ",236,151.419698969768,180.938843190398
"577",0,1,"Sean","Tiger","the Riverlands",215,0.0775739381560851,179.697517549314
"578",1,2,"Kelsey","Tran","the North",204,0.000598473321314923,178.950542284489
"579",0,3,"Oshea","Samuels","the Crownlands",273,106665.449263988,178.761468153246
"580",1,4,"Fabiola","Mones","Beyond the Wall",278,181287.146422036,183.145071749406
"581",0,5,"Kerrick","Breitweiser","the North",273,115709.112539593,178.964568026218
"582",1,6,"Shahla","al-Amara","Beyond the Wall",239,344.980866062979,174.421691806902
"583",0,1,"Cody","Billings","the Stormlands",238,245.240814622623,187.873433813972
"584",1,2,"Shannan","Yun","the Iron Islands",214,0.0594524005828882,180.371460181015
"585",0,3,"Kailum","Alston","the Stormlands",276,132103.426915196,171.372373372681
"586",1,4,"Stacy","Gonzales","Beyond the Wall",210,0.00992321310924319,186.067398335929
"587",0,5,"Christopher","Larson","the Wall",210,0.00898528033160871,176.633613634838
"588",1,6,"Haaniya","el-Saleh","The Gift ",291,197844.918028386,186.388839853713
"589",0,1,"Isaac","Siewiyumptewa","Beyond the Wall",252,6220.39924141624,179.572979637244
"590",1,2,"Gurleen","Wilson","the Stormlands",235,116.4523487572,185.086828450694
"591",0,3,"Jose","Khabir","the North",246,1950.80559293039,179.127156983907
"592",1,4,"Christiana","Saenz","the Reach",282,204808.867963514,178.268167976465
"593",0,5,"Tristan","Aubrey","the North",242,734.200507813479,175.776457512793
"594",1,6,"Fikra","al-Rassi","Beyond the Wall",262,40976.0558436916,174.656500502189
"595",0,1,"Leroy","Caster","the Iron Islands",225,3.1690946882155,177.780150872676
"596",1,2,"Sonali","Mam","the Wall",225,4.78994734284209,188.236796719716
"597",0,3,"Houdini","Whitten","Beyond the Wall",273,110899.277933124,160.788589141904
"598",1,4,"Sabrina","Peacock","The Gift ",258,24718.4423501218,190.746755534241
"599",0,5,"Dominic","Graber","Beyond the Wall",202,0.000194285655671392,179.169739427414
"600",1,6,"Saara","al-Jabbour","the Crownlands",230,24.9756207627355,183.098379949756
"601",0,1,"Connor","Smith","the Stormlands",248,2630.66959982602,180.868536093655
"602",1,2,"Summer","Brandenburger","the Westerlands",290,211525.776179958,182.60987959449
"603",0,3,"Dakei","Davis-Cawthorn","the Stormlands",221,0.912832354736955,178.830504903706
"604",1,4,"Alyssa","Mcintosh","The Gift ",232,44.4779707939986,169.952098655165
"605",0,5,"Cody","Parazak","The Gift ",217,0.171664313413803,187.204019219182
"606",1,6,"Khaleela","al-Iman","the Reach",291,213161.933280067,174.385357603927
"607",0,1,"Roman","Quintana","the Stormlands",239,277.664482968301,173.844299297252
"608",1,2,"Sara","Lee","The Gift ",258,23072.5376839397,188.348686471745
"609",0,3,"Cairra","Bobb","the North",299,166952.587174482,182.132554958555
"610",1,4,"Natali","Gutierrez","the Reach",251,6147.74312711625,184.987971106518
"611",0,5,"Devin","Stone","the North",203,0.000311710128613591,186.548992670817
"612",1,6,"Sahla","al-Zahra","the Reach",210,0.0114446356603067,179.716304911537
"613",0,1,"Jared","Rodenburg","Beyond the Wall",273,110204.396911658,172.272835053549
"614",1,2,"Young Saeng","Moore","The Gift ",265,64442.1192336027,190.761450693602
"615",0,3,"Dante","Greer","the North",203,0.000305220251442306,186.197202580236
"616",1,4,"Kelsea","Castro","the Stormlands",291,213182.586344139,166.381655023218
"617",0,5,"Michael","Wissink","the North",254,9570.29209049496,185.885738017655
"618",1,6,"Muna","al-Jaffer","the Vale of Arryn",287,197023.309704209,170.306032244069
"619",0,1,"Cody","Schubert","the Vale of Arryn",244,1057.32548392424,189.714480874106
"620",1,2,"Annie","O Brien","The Gift ",288,202921.368171973,175.203169659604
"621",0,3,"Michael","Durham","the North",210,0.00835051602076237,180.552074628707
"622",1,4,"Marissa","Aragon","The Gift ",219,0.476335113061729,182.803787209582
"623",0,5,"William","Murphy","the Stormlands",200,6.6066470806033e-05,180.373574434267
"624",1,6,"Haazima","al-Sawaya","the Reach",243,1018.39113441548,176.4336356415
"625",0,1,"Lance","Garrison","the Vale of Arryn",218,0.242623223471561,173.66738671919
"626",1,2,"Jou","Najjar","the North",270,103752.978088354,184.250733791265
"627",0,3,"Desmond","Tisby","the Stormlands",207,0.00207484696151409,183.327981953382
"628",1,4,"Brianna","Montoya","The Gift ",260,27961.3731675697,185.920320270022
"629",0,5,"John","Norris","the Iron Islands",242,683.40591133946,174.49789289726
"630",1,6,"Mudrika","al-Din","the Reach",269,93615.2826870211,182.446452296895
"631",0,1,"Matias","Mills","the Reach",211,0.0137044507659927,176.777266319821
"632",1,2,"Wajiha","Kishi","the Iron Islands",294,189516.573750139,179.857405412541
"633",0,3,"Nathaniel","Gray","the North",260,27288.4000657494,183.989544173985
"634",1,4,"Elia","Pacheco","the Reach",215,0.0935991868029196,172.478552279229
"635",0,5,"Dillon","Giovanni","the Stormlands",253,7746.84257722682,180.461301316675
"636",1,6,"Najlaa","al-Nasr","the North",211,0.015456378393962,172.848434680924
"637",0,1,"Kona","Breazell","the Reach",200,7.21981563529165e-05,177.196596828195
"638",1,2,"Susan","Preston","the Vale of Arryn",271,102738.515141585,182.798331790342
"639",0,3,"Michael","Hartfield","the Iron Islands",277,144066.931908281,176.586521254482
"640",1,4,"Suzy","Valenzuela","the Riverlands",267,82585.1835715112,181.585262750336
"641",0,5,"Bryce","Davault","the Reach",294,159485.452231395,174.140664830924
"642",1,6,"Turfa","al-Demian","the Stormlands",237,209.017214769413,183.060152171014
"643",0,1,"Gage","Irwin","The Gift ",203,0.000328584359528673,174.858151040792
"644",1,2,"Nkaujiaong","Boucneau","the North",217,0.211021265588472,173.118824552033
"645",0,3,"Barry","Braxton","Beyond the Wall",255,11483.669938552,181.734722128121
"646",1,4,"Larissa","Chacon","the Westerlands",298,216252.067564827,183.285113084161
"647",0,5,"Mathew","Townsend","the North",242,713.539098801601,188.39561568923
"648",1,6,"Waajida","al-Demian","the Reach",226,6.31857721648945,176.763767230822
"649",0,1,"Cainan","Zamora","the Iron Islands",298,162508.970415385,186.754766611239
"650",1,2,"Nahoa Olelo","Hou","Beyond the Wall",248,3244.86045507348,178.92942605039
"651",0,3,"Miles","Shiferaw","the Vale of Arryn",239,281.419773268317,173.136875851493
"652",1,4,"Ariana","Kintscher","the North",238,302.001415507294,185.010450354682
"653",0,5,"Jordan","Kingan","the Iron Islands",245,1511.19175184414,176.840854591794
"654",1,6,"Misbaah","el-Saleh","the Stormlands",284,201684.022084914,179.997134370634
"655",0,1,"Devon","Maddux","the Westerlands",246,1900.09117886859,184.184594688485
"656",1,2,"Angela","Hiraki","Beyond the Wall",200,8.91735900686102e-05,182.649106701382
"657",0,3,"Nathaniel","Jackson","The Gift ",214,0.0473052556783023,165.667850146011
"658",1,4,"Desiree","Archuleta","the North",208,0.00442095946370654,183.300242984378
"659",0,5,"Matthew","Chancellor","the Stormlands",244,1101.87511863429,165.301960981045
"660",1,6,"Mawzoona","el-Anwar","the Stormlands",241,599.989461448623,180.881903527614
"661",0,1,"Taylor","Guill","the North",266,55633.5780929954,183.527380475717
"662",1,2,"Tiffany","Sounakhene","The Gift ",278,174451.171257991,179.671596631013
"663",0,3,"Trey","Hitt","the Riverlands",204,0.0005421678006723,174.173573969937
"664",1,4,"Juliana","Ronquillo-Sanchez","the Riverlands",282,201862.69632706,185.469467878296
"665",0,5,"Landon","Esteppe","the North",296,165589.390900551,181.987584277019
